sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm
686,Manzano,Colombia,2.76,Processing,3.45,Ripe,20.36,3.85,15.21
687,Manzano,Brazil,3.36,Processing,2.73,Green,15.2,1.54,22.76
688,Red Dacca,Honduras,1.01,Processing,5.63,Green,22.58,0.6,23.44
689,Burro,Brazil,2.29,Good,3.58,Ripe,24.29,4.65,12.4
690,Plantain,Honduras,3.57,Good,1.51,Ripe,19.1,1.83,25.46
691,Red Dacca,Honduras,1.62,Processing,3.5,Overripe,24.13,2.33,28.52
692,Red Dacca,Ecuador,1.35,Premium,2.68,Ripe,24.01,2.9,20.09
693,Red Dacca,Honduras,3.35,Unripe,6.2,Ripe,17.29,0.69,26.78
694,Fehi,India,3.18,Good,1.71,Ripe,24.25,1.64,16.12
695,Burro,Costa Rica,2.59,Processing,4.72,Ripe,15.44,4.09,15.04
696,Plantain,Ecuador,1.39,Processing,2.17,Ripe,16.42,4.89,26.97
697,Fehi,Ecuador,3.17,Processing,1.32,Ripe,15.29,0.93,19.98
698,Manzano,Honduras,2.98,Good,1.17,Turning,20.57,2.17,26.0
699,Red Dacca,Guatemala,2.14,Good,2.78,Overripe,17.75,3.81,16.96
700,Burro,Brazil,3.43,Processing,4.34,Turning,15.96,2.73,26.87
701,Plantain,Honduras,1.76,Good,3.14,Green,24.93,0.51,11.17
702,Red Dacca,Ecuador,3.56,Good,5.64,Turning,17.28,3.03,28.66
703,Fehi,Colombia,2.61,Good,1.72,Green,18.96,0.75,22.9
704,Burro,Ecuador,1.7,Good,5.16,Turning,22.55,3.22,24.19
705,Red Dacca,Guatemala,2.41,Premium,4.95,Overripe,23.07,1.44,19.11
706,Burro,India,3.1,Good,2.79,Ripe,24.07,3.8,25.93
707,Burro,Guatemala,3.93,Processing,1.85,Overripe,18.26,4.91,16.65
708,Fehi,Colombia,2.27,Good,4.32,Turning,15.21,3.31,15.82
709,Red Dacca,Colombia,1.75,Good,1.32,Turning,17.38,2.52,25.66
710,Manzano,Ecuador,2.02,Good,1.53,Overripe,16.98,3.58,20.84
711,Burro,Colombia,1.76,Premium,4.2,Green,19.41,0.95,15.39
712,Fehi,India,3.72,Processing,5.89,Green,19.03,3.85,12.43
713,Red Dacca,Honduras,3.47,Processing,3.61,Overripe,22.98,3.33,23.45
714,Plantain,Honduras,1.71,Good,3.59,Green,23.11,3.87,24.86
715,Manzano,Guatemala,3.73,Processing,5.78,Green,24.72,2.84,25.91
716,Plantain,Honduras,2.86,Good,5.09,Ripe,19.62,3.85,28.38
717,Manzano,India,2.43,Premium,1.97,Green,18.29,3.0,16.94
718,Burro,Colombia,3.57,Good,5.17,Ripe,21.12,2.12,20.55
719,Manzano,Honduras,3.18,Good,5.93,Turning,23.4,0.76,22.2
720,Fehi,Ecuador,1.37,Processing,2.59,Overripe,24.23,1.34,29.59
721,Plantain,Costa Rica,3.79,Processing,5.84,Turning,15.02,0.92,19.73
722,Burro,Colombia,3.87,Processing,2.55,Overripe,21.61,2.0,12.02
723,Fehi,Costa Rica,1.42,Processing,1.56,Ripe,15.43,3.57,11.87
724,Red Dacca,Ecuador,1.6,Processing,1.17,Turning,15.8,3.57,21.15
725,Red Dacca,Colombia,1.17,Processing,5.51,Ripe,15.71,2.76,23.94
726,Fehi,Costa Rica,1.6,Processing,1.68,Ripe,24.06,0.5,27.4
727,Red Dacca,Brazil,1.16,Premium,4.21,Overripe,20.31,2.96,24.6
728,Red Dacca,Guatemala,1.43,Good,3.26,Overripe,23.62,4.38,25.26
729,Burro,Costa Rica,1.7,Processing,6.62,Ripe,22.69,3.7,11.37
730,Fehi,Honduras,1.8,Premium,5.09,Ripe,18.39,4.24,13.84
731,Plantain,India,3.58,Good,4.44,Turning,16.52,2.06,10.63
732,Fehi,Costa Rica,1.83,Good,4.63,Green,24.39,2.0,24.38
733,Fehi,Honduras,1.34,Premium,4.37,Turning,23.83,2.1,21.38
734,Plantain,Ecuador,3.18,Good,5.72,Overripe,15.18,3.5,26.32
735,Plantain,India,3.05,Good,4.47,Ripe,15.7,1.44,25.1
736,Fehi,Ecuador,3.7,Processing,3.55,Green,24.97,3.44,22.2
737,Red Dacca,Costa Rica,3.96,Premium,1.67,Turning,19.32,1.16,26.53
738,Manzano,Colombia,3.23,Processing,3.08,Ripe,24.25,2.1,13.95
739,Red Dacca,Costa Rica,3.24,Premium,2.21,Overripe,20.83,4.72,16.18
740,Burro,India,1.79,Premium,1.62,Overripe,19.45,3.05,27.78
741,Plantain,Ecuador,2.76,Processing,6.11,Green,18.01,3.57,28.24
742,Red Dacca,Colombia,1.33,Premium,5.39,Ripe,20.02,1.65,12.48
743,Burro,Brazil,3.56,Unripe,1.44,Overripe,24.7,0.99,26.93
744,Plantain,Colombia,3.25,Good,1.32,Turning,19.63,1.16,20.62
745,Red Dacca,Guatemala,2.97,Processing,6.92,Ripe,24.15,0.54,29.42
746,Red Dacca,Guatemala,3.95,Processing,2.7,Overripe,18.7,2.72,14.92
747,Manzano,India,2.0,Good,4.41,Ripe,17.59,3.27,22.14
748,Red Dacca,Guatemala,3.3,Good,3.39,Turning,21.63,3.78,12.61
749,Manzano,India,3.43,Premium,4.96,Ripe,18.06,3.23,14.85
750,Plantain,Guatemala,2.24,Processing,2.27,Green,15.9,2.49,27.38
751,Fehi,Costa Rica,3.68,Processing,1.38,Turning,17.26,1.24,29.1
752,Burro,Honduras,1.89,Good,1.45,Ripe,23.35,1.18,25.57
753,Fehi,Brazil,2.37,Good,4.58,Overripe,19.29,4.68,24.65
754,Fehi,Honduras,2.6,Processing,2.46,Overripe,23.42,1.01,11.68
755,Burro,Brazil,3.86,Premium,3.65,Ripe,16.23,4.1,28.84
756,Plantain,India,3.74,Good,2.29,Turning,19.99,2.08,15.05
757,Red Dacca,Brazil,3.15,Processing,3.56,Overripe,16.16,4.73,10.63
758,Manzano,Honduras,3.45,Good,2.46,Turning,23.26,4.76,21.91
759,Plantain,India,1.38,Good,3.73,Green,15.01,1.83,29.92
760,Fehi,Brazil,1.41,Premium,6.0,Turning,22.21,1.09,19.32
761,Burro,Colombia,1.79,Good,3.07,Ripe,23.35,0.68,29.27
762,Plantain,Colombia,3.01,Good,2.73,Turning,19.19,3.97,11.15
763,Fehi,Brazil,2.64,Processing,2.47,Overripe,17.12,2.73,19.92
764,Fehi,Brazil,3.83,Good,1.51,Overripe,18.45,3.18,24.22
765,Red Dacca,Ecuador,1.36,Processing,3.86,Green,18.1,4.12,23.07
766,Red Dacca,India,3.61,Good,5.17,Overripe,22.86,1.97,17.01
767,Red Dacca,Honduras,2.87,Good,1.93,Green,18.96,4.71,12.44
768,Red Dacca,Costa Rica,2.52,Premium,2.29,Overripe,20.38,3.95,12.93
769,Red Dacca,Ecuador,1.05,Processing,6.08,Ripe,20.56,4.4,16.82
770,Red Dacca,India,2.97,Premium,1.57,Overripe,22.94,4.98,28.77
771,Burro,Guatemala,2.09,Good,6.69,Overripe,21.66,1.85,14.99
772,Manzano,Honduras,1.77,Good,2.96,Green,23.34,0.63,21.43
773,Burro,Honduras,3.56,Processing,5.23,Turning,21.65,2.8,25.03
774,Red Dacca,Brazil,3.31,Good,6.83,Overripe,15.06,2.99,25.33
775,Plantain,India,2.23,Processing,6.66,Overripe,21.31,3.56,14.54
776,Plantain,Costa Rica,2.06,Good,4.96,Ripe,17.73,1.7,23.92
777,Plantain,Colombia,2.69,Good,1.3,Overripe,17.72,3.78,25.16
778,Manzano,India,3.76,Processing,1.89,Overripe,23.59,1.77,12.47
779,Manzano,Honduras,1.25,Good,1.58,Turning,23.4,0.74,28.37
780,Plantain,Honduras,1.25,Processing,3.53,Ripe,20.85,0.54,11.08
781,Burro,India,2.67,Good,1.65,Turning,21.44,1.83,16.42
782,Burro,Ecuador,2.43,Processing,2.53,Turning,15.37,1.66,19.33
783,Plantain,Guatemala,3.16,Processing,1.48,Overripe,23.64,4.67,10.25
784,Red Dacca,Honduras,2.95,Good,3.19,Ripe,24.02,2.32,19.1
785,Manzano,Brazil,3.33,Good,3.58,Green,16.71,0.87,16.87
786,Burro,Guatemala,3.63,Processing,1.27,Turning,16.04,1.47,12.49
787,Plantain,India,2.86,Good,4.72,Green,23.27,1.57,10.12
788,Manzano,Honduras,3.77,Processing,6.98,Turning,21.93,1.08,15.51
789,Fehi,Honduras,2.61,Good,5.06,Ripe,16.04,4.44,21.99
790,Plantain,Ecuador,3.94,Good,6.23,Ripe,18.4,2.85,19.94
791,Burro,Guatemala,3.67,Processing,4.11,Turning,18.36,0.92,15.95
792,Plantain,Colombia,1.6,Processing,2.52,Green,18.53,3.37,20.94
793,Red Dacca,Honduras,1.35,Good,5.25,Turning,15.4,4.4,16.79
794,Plantain,India,2.18,Good,3.57,Green,20.05,1.11,12.59
795,Manzano,Costa Rica,2.11,Processing,2.7,Overripe,20.63,4.05,22.22
796,Red Dacca,Honduras,3.07,Good,1.04,Overripe,16.38,2.93,28.7
797,Red Dacca,Costa Rica,3.19,Good,4.44,Green,20.8,2.11,14.43
798,Red Dacca,Brazil,2.81,Processing,5.04,Ripe,15.35,1.86,27.26
799,Red Dacca,Brazil,2.62,Processing,6.6,Ripe,24.31,3.83,28.84
800,Red Dacca,Ecuador,3.41,Premium,5.56,Ripe,22.23,1.27,11.11
801,Red Dacca,Colombia,1.54,Processing,2.51,Turning,23.14,3.77,16.74
802,Red Dacca,Ecuador,2.9,Good,6.61,Turning,23.63,3.48,26.1
803,Plantain,Guatemala,3.43,Good,5.29,Green,20.61,3.69,11.5
804,Red Dacca,Brazil,2.8,Processing,4.92,Overripe,18.19,1.26,15.08
805,Manzano,Ecuador,2.31,Good,1.38,Turning,15.84,4.73,29.52
806,Manzano,Ecuador,1.85,Good,2.99,Ripe,21.15,1.6,29.77
807,Fehi,Guatemala,2.89,Premium,1.82,Ripe,17.2,3.2,26.89
808,Fehi,Costa Rica,1.66,Good,3.37,Turning,24.51,3.49,26.73
809,Plantain,Ecuador,3.04,Processing,6.13,Overripe,22.59,2.05,16.0
810,Red Dacca,India,3.1,Good,6.93,Overripe,24.8,2.25,20.69
811,Manzano,Costa Rica,2.44,Good,3.67,Turning,16.8,1.68,19.72
812,Manzano,Colombia,1.98,Good,3.69,Ripe,20.23,2.83,14.52
813,Manzano,Brazil,1.83,Good,5.6,Overripe,15.98,3.93,18.22
814,Red Dacca,Guatemala,3.06,Premium,5.37,Ripe,20.77,4.14,24.51
815,Fehi,Guatemala,3.81,Premium,6.19,Turning,16.67,4.99,11.39
816,Red Dacca,Colombia,3.15,Unripe,3.6,Ripe,24.69,4.11,15.19
817,Red Dacca,Honduras,3.51,Processing,6.73,Overripe,19.18,3.78,22.49
818,Manzano,Guatemala,1.56,Unripe,4.06,Green,15.89,4.01,28.88
819,Plantain,Costa Rica,2.83,Processing,2.23,Ripe,22.51,3.68,23.08
820,Fehi,Guatemala,2.11,Premium,2.81,Turning,16.8,4.4,25.79
821,Fehi,Guatemala,3.58,Premium,3.25,Turning,17.88,0.74,18.44
822,Red Dacca,Ecuador,3.1,Processing,3.91,Ripe,20.24,2.39,13.5
823,Red Dacca,Costa Rica,2.78,Processing,5.85,Overripe,21.72,3.0,29.6
824,Plantain,Ecuador,1.78,Good,4.66,Green,19.7,1.87,11.54
825,Fehi,Costa Rica,1.14,Good,5.12,Green,23.92,3.43,28.45
826,Burro,Guatemala,3.06,Processing,5.73,Ripe,15.24,2.63,20.11
827,Manzano,India,2.11,Processing,1.13,Green,16.28,1.48,17.86
828,Burro,Brazil,3.78,Good,6.58,Ripe,20.41,2.21,16.35
829,Red Dacca,Costa Rica,3.12,Premium,4.21,Turning,17.1,1.25,24.84
830,Fehi,Costa Rica,1.57,Good,1.32,Ripe,24.18,2.92,25.52
831,Fehi,India,3.52,Good,4.93,Turning,23.74,2.54,25.82
832,Manzano,Colombia,2.09,Good,3.23,Turning,16.81,4.14,24.96
833,Manzano,Costa Rica,3.45,Good,5.63,Ripe,16.31,2.79,20.13
834,Burro,Costa Rica,3.4,Good,6.45,Overripe,19.96,4.06,13.6
835,Manzano,Brazil,2.18,Good,3.35,Turning,24.89,3.01,10.94
836,Red Dacca,Brazil,3.81,Premium,3.26,Turning,17.75,2.88,20.65
837,Fehi,Brazil,1.71,Good,5.75,Green,22.06,0.9,22.25
838,Plantain,Costa Rica,1.08,Good,6.39,Turning,15.38,0.71,12.86
839,Fehi,Guatemala,1.68,Processing,1.75,Overripe,16.66,3.5,28.64
840,Red Dacca,Guatemala,2.36,Good,4.18,Green,15.3,1.0,21.73
841,Red Dacca,Honduras,1.96,Processing,5.55,Ripe,17.45,3.63,19.23
842,Burro,Guatemala,2.95,Premium,6.53,Green,19.72,3.89,16.54
843,Red Dacca,Brazil,2.17,Premium,3.57,Ripe,20.29,0.69,27.55
844,Burro,Brazil,1.44,Processing,5.01,Turning,23.76,1.79,23.02
845,Burro,Costa Rica,3.62,Processing,5.93,Green,18.42,3.86,10.42
846,Red Dacca,Costa Rica,1.86,Processing,5.31,Green,21.92,4.2,26.7
847,Red Dacca,Brazil,3.0,Processing,1.11,Green,19.61,1.27,16.52
848,Burro,Guatemala,3.41,Good,6.13,Ripe,15.08,3.42,29.85
849,Red Dacca,Costa Rica,3.79,Good,4.56,Ripe,18.96,4.89,13.37
850,Red Dacca,Guatemala,3.18,Good,6.75,Turning,23.72,1.45,27.63
851,Fehi,India,3.79,Processing,6.64,Ripe,17.45,2.4,27.17
852,Red Dacca,Costa Rica,3.7,Good,5.13,Overripe,24.97,0.98,21.81
853,Burro,India,2.89,Good,5.51,Turning,16.14,4.72,24.96
854,Red Dacca,Brazil,3.31,Good,5.01,Overripe,22.38,2.64,13.27
855,Manzano,India,2.15,Processing,1.13,Overripe,16.34,1.27,28.39
856,Red Dacca,India,1.27,Processing,5.34,Overripe,22.28,0.71,25.22
857,Plantain,Ecuador,2.2,Premium,4.69,Turning,23.28,0.63,21.6
858,Red Dacca,Honduras,1.57,Good,5.32,Turning,19.35,2.49,27.86
859,Fehi,Colombia,3.42,Processing,3.9,Ripe,23.96,2.45,23.17
860,Fehi,Colombia,3.49,Premium,4.01,Turning,15.89,4.84,15.51
861,Manzano,Honduras,1.22,Good,2.83,Green,20.96,1.53,24.02
862,Burro,Ecuador,1.1,Good,2.45,Overripe,17.07,0.66,29.62
863,Fehi,India,3.25,Good,3.55,Ripe,19.67,2.39,18.0
864,Red Dacca,Guatemala,2.12,Premium,2.69,Turning,19.39,2.22,13.06
865,Red Dacca,Ecuador,3.56,Premium,4.24,Overripe,15.9,1.01,25.57
866,Burro,Ecuador,2.3,Good,2.0,Turning,19.87,1.44,21.36
867,Fehi,Ecuador,3.25,Premium,1.84,Overripe,17.1,0.89,14.96
868,Manzano,Brazil,3.43,Premium,5.01,Turning,15.81,1.64,28.45
869,Red Dacca,Guatemala,1.53,Good,5.16,Overripe,16.57,1.67,18.84
870,Burro,Brazil,3.32,Good,3.52,Ripe,22.59,2.91,18.14
871,Manzano,Colombia,2.95,Processing,6.82,Overripe,16.44,3.26,19.02
872,Plantain,Guatemala,2.87,Good,6.71,Ripe,20.46,3.96,19.02
873,Fehi,Brazil,3.7,Processing,4.52,Ripe,23.36,0.55,19.58
874,Plantain,Guatemala,2.55,Processing,6.37,Ripe,17.85,3.73,29.91
875,Red Dacca,India,1.19,Premium,6.65,Ripe,17.83,3.61,20.5
876,Manzano,India,1.99,Good,2.78,Overripe,15.61,4.73,13.32
877,Plantain,Costa Rica,2.41,Processing,5.11,Turning,17.25,2.11,16.2
878,Plantain,Honduras,2.57,Processing,5.52,Overripe,17.37,4.8,27.79
879,Burro,Brazil,1.12,Good,1.49,Overripe,23.21,3.12,22.08
880,Plantain,Colombia,1.27,Good,3.72,Green,19.38,1.69,12.27
881,Fehi,Ecuador,2.82,Premium,5.54,Ripe,24.43,1.83,12.75
882,Fehi,Honduras,2.54,Good,6.82,Overripe,17.53,2.87,21.54
883,Plantain,Brazil,3.47,Processing,1.22,Overripe,23.68,0.9,25.27
884,Manzano,Brazil,2.18,Good,3.58,Overripe,23.17,3.92,25.15
885,Red Dacca,Brazil,3.22,Good,4.91,Turning,15.71,2.91,23.89
886,Manzano,Honduras,1.72,Good,2.4,Ripe,22.16,0.58,10.36
887,Burro,Brazil,3.68,Processing,3.52,Turning,24.65,0.82,29.3
888,Plantain,Honduras,1.99,Good,6.96,Turning,15.68,0.77,26.12
889,Manzano,Ecuador,2.2,Processing,1.19,Ripe,22.18,3.79,20.47
890,Burro,Guatemala,2.34,Good,1.89,Ripe,23.48,1.36,14.31
891,Manzano,India,3.79,Processing,1.48,Ripe,22.6,3.9,25.61
892,Red Dacca,Ecuador,3.27,Good,6.76,Turning,23.1,4.94,18.61
893,Fehi,Brazil,1.39,Premium,1.79,Ripe,17.34,0.58,19.35
894,Fehi,Honduras,1.13,Processing,2.14,Overripe,17.98,4.18,21.33
895,Manzano,Brazil,2.14,Good,3.31,Ripe,18.92,4.84,10.33
896,Burro,Honduras,2.89,Premium,6.98,Green,17.35,1.02,29.78
897,Plantain,India,3.52,Premium,6.29,Turning,17.74,4.82,12.42
898,Burro,Colombia,2.78,Premium,1.11,Turning,24.2,0.72,17.0
899,Red Dacca,India,3.36,Good,6.56,Ripe,22.64,2.02,13.07
900,Fehi,Ecuador,2.54,Processing,6.65,Turning,19.59,4.74,22.22
901,Fehi,Colombia,3.86,Good,6.24,Turning,20.3,4.88,12.87
902,Plantain,India,1.59,Good,4.09,Overripe,18.38,3.68,19.85
903,Red Dacca,India,2.95,Premium,1.53,Ripe,19.59,3.61,11.67
904,Plantain,India,2.66,Good,5.31,Overripe,15.4,3.1,17.78
905,Plantain,Guatemala,2.94,Processing,4.18,Overripe,21.79,4.38,25.12
906,Red Dacca,India,2.31,Good,1.32,Ripe,15.37,4.4,27.88
907,Manzano,Costa Rica,3.92,Processing,3.06,Ripe,17.36,4.5,21.03
908,Burro,Honduras,1.85,Premium,1.77,Turning,23.88,2.59,12.72
909,Burro,Honduras,3.96,Good,5.59,Turning,24.29,1.3,13.96
910,Fehi,Brazil,3.79,Good,4.35,Turning,21.74,0.84,24.12
911,Fehi,Colombia,2.86,Premium,4.87,Turning,23.55,1.35,20.98
912,Manzano,India,2.64,Processing,1.64,Turning,23.73,0.87,20.4
913,Red Dacca,Honduras,1.48,Good,1.93,Ripe,20.93,1.17,28.52
914,Red Dacca,Costa Rica,2.41,Processing,2.1,Green,18.59,0.51,23.78
915,Red Dacca,India,1.84,Processing,3.59,Turning,16.83,4.55,20.64
916,Manzano,Ecuador,1.7,Processing,2.74,Overripe,15.39,3.37,28.47
917,Manzano,Colombia,2.53,Processing,4.82,Green,24.51,3.76,12.01
918,Plantain,Costa Rica,3.42,Premium,3.65,Turning,18.47,2.24,26.76
919,Fehi,Costa Rica,2.16,Good,6.85,Turning,22.0,4.2,20.37
920,Manzano,Guatemala,3.96,Good,6.1,Ripe,17.69,0.77,24.82
921,Red Dacca,Guatemala,2.05,Premium,3.59,Turning,21.13,1.15,29.89
922,Red Dacca,India,2.49,Good,6.82,Overripe,19.24,4.3,28.88
923,Red Dacca,Brazil,2.81,Processing,1.72,Turning,20.91,2.68,26.33
924,Red Dacca,Costa Rica,3.57,Premium,3.19,Ripe,16.93,3.13,28.05
925,Burro,India,2.94,Processing,1.82,Green,15.57,3.36,27.52
926,Burro,Costa Rica,1.26,Good,6.69,Ripe,18.83,3.85,16.47
927,Fehi,India,2.63,Processing,6.93,Green,21.33,0.58,21.86
928,Manzano,Brazil,2.57,Processing,3.53,Overripe,15.91,1.87,25.13
929,Burro,Costa Rica,2.72,Good,5.44,Overripe,18.69,4.1,28.42
930,Burro,Colombia,3.15,Good,4.49,Ripe,15.53,3.39,24.03
931,Fehi,India,1.98,Good,6.01,Green,19.16,2.38,19.76
932,Manzano,Honduras,3.21,Premium,4.61,Green,18.5,3.26,20.84
933,Red Dacca,Colombia,1.98,Good,6.19,Turning,23.85,1.7,27.0
934,Manzano,Guatemala,2.09,Good,6.97,Ripe,23.67,0.63,11.48
935,Plantain,Colombia,2.45,Processing,3.2,Turning,16.36,3.85,18.18
936,Manzano,India,1.56,Good,6.69,Ripe,23.62,3.91,10.15
937,Burro,Costa Rica,1.9,Processing,1.43,Ripe,23.65,0.96,27.5
938,Burro,Costa Rica,3.29,Unripe,6.44,Overripe,21.83,2.77,14.52
939,Plantain,Ecuador,2.31,Unripe,4.9,Overripe,20.47,3.64,24.01
940,Red Dacca,Ecuador,3.54,Processing,1.21,Overripe,22.18,3.44,21.07
941,Fehi,Brazil,2.64,Good,6.91,Turning,23.35,4.71,18.4
942,Fehi,Colombia,1.86,Processing,1.58,Turning,23.86,3.48,13.77
943,Manzano,Brazil,1.23,Premium,4.86,Ripe,24.81,4.27,27.61
944,Burro,Brazil,1.91,Good,4.69,Ripe,24.52,1.97,28.02
945,Burro,Costa Rica,3.54,Unripe,6.07,Turning,20.04,3.61,21.46
946,Fehi,Ecuador,3.41,Good,3.52,Green,21.99,0.6,16.94
947,Red Dacca,Brazil,3.71,Processing,2.76,Turning,18.9,4.72,20.72
948,Burro,Guatemala,2.22,Processing,1.43,Ripe,16.23,2.04,17.25
949,Red Dacca,Ecuador,2.18,Good,1.08,Green,15.83,0.51,28.17
950,Burro,Guatemala,1.76,Good,3.17,Overripe,21.93,4.04,27.29
951,Fehi,Costa Rica,3.12,Processing,1.79,Turning,21.59,4.72,17.99
952,Fehi,Honduras,3.2,Good,6.99,Ripe,20.77,4.27,21.71
953,Manzano,Colombia,1.7,Premium,1.02,Overripe,17.05,3.25,14.04
954,Manzano,Honduras,3.26,Processing,1.36,Ripe,24.5,2.22,12.16
955,Fehi,Costa Rica,1.53,Good,5.81,Ripe,18.46,0.59,19.35
956,Manzano,Costa Rica,1.24,Premium,4.38,Ripe,21.67,3.08,17.55
957,Burro,Brazil,2.57,Processing,1.53,Overripe,15.8,1.6,13.08
958,Red Dacca,Guatemala,1.65,Good,5.1,Overripe,22.99,1.34,18.24
959,Manzano,Ecuador,1.46,Good,2.77,Overripe,16.07,3.43,11.08
960,Fehi,Costa Rica,3.95,Processing,1.57,Turning,17.84,3.85,17.78
961,Manzano,Honduras,2.16,Processing,5.1,Turning,16.25,2.18,24.86
962,Red Dacca,Ecuador,3.5,Good,3.2,Ripe,24.56,1.15,22.67
963,Plantain,Guatemala,2.42,Processing,1.68,Overripe,21.55,4.83,18.57
964,Red Dacca,Costa Rica,2.51,Good,4.96,Overripe,22.45,3.34,26.76
965,Plantain,Colombia,2.1,Good,4.53,Ripe,18.18,3.23,20.02
966,Fehi,Guatemala,2.0,Unripe,3.18,Overripe,22.11,1.09,19.91
967,Burro,Brazil,2.19,Good,5.1,Green,16.25,4.86,22.85
968,Fehi,Colombia,1.93,Processing,4.19,Ripe,23.92,4.72,24.9
969,Burro,Guatemala,2.61,Premium,3.7,Turning,18.97,2.22,20.96
970,Burro,Ecuador,2.6,Processing,1.12,Overripe,16.31,2.95,23.64
971,Fehi,Brazil,2.86,Processing,1.81,Overripe,22.45,0.74,29.35
972,Red Dacca,Colombia,3.13,Processing,1.53,Ripe,23.73,4.79,14.97
973,Red Dacca,India,2.75,Premium,2.56,Turning,20.79,4.77,28.78
974,Burro,Guatemala,1.37,Premium,1.12,Overripe,23.08,2.6,25.92
975,Fehi,Colombia,3.45,Premium,2.48,Turning,22.39,1.36,29.26
976,Red Dacca,Guatemala,3.86,Good,1.44,Green,21.18,4.2,20.56
977,Burro,Brazil,1.27,Unripe,4.4,Ripe,15.39,1.59,18.36
978,Red Dacca,Costa Rica,3.86,Premium,4.8,Ripe,22.08,4.76,13.59
979,Fehi,India,3.11,Processing,4.37,Green,16.39,3.45,26.37
980,Fehi,Ecuador,1.94,Processing,6.74,Overripe,16.42,0.76,13.77
981,Manzano,Guatemala,3.27,Premium,1.7,Turning,22.29,3.96,24.91
982,Fehi,Guatemala,1.17,Good,4.51,Turning,22.72,0.57,22.38
983,Fehi,Ecuador,1.14,Good,4.64,Ripe,18.01,2.65,14.23
984,Burro,Costa Rica,1.89,Processing,2.25,Green,19.46,2.46,11.36
985,Plantain,Costa Rica,2.86,Premium,2.42,Overripe,20.0,3.43,26.23
986,Fehi,Guatemala,3.92,Good,3.83,Overripe,23.21,1.28,14.74
987,Manzano,Costa Rica,1.52,Good,5.87,Ripe,19.04,1.33,26.46
988,Manzano,Ecuador,1.95,Good,1.37,Overripe,18.33,1.94,21.46
989,Fehi,Colombia,1.07,Premium,4.57,Turning,16.12,1.54,21.72
990,Manzano,Ecuador,3.22,Premium,5.18,Green,23.88,0.71,29.89
991,Fehi,Brazil,2.11,Processing,4.22,Ripe,23.14,0.84,16.65
992,Burro,India,1.58,Good,4.27,Overripe,23.16,0.61,20.08
993,Plantain,Brazil,1.34,Good,6.29,Turning,15.19,3.68,22.67
994,Red Dacca,Brazil,2.16,Good,3.11,Ripe,24.6,3.83,20.41
995,Plantain,Ecuador,2.59,Processing,2.09,Overripe,16.75,0.67,13.82
996,Fehi,Brazil,2.15,Premium,4.61,Turning,17.5,4.74,20.73
997,Manzano,Colombia,3.67,Good,1.69,Turning,22.31,4.19,29.0
998,Red Dacca,Honduras,1.34,Good,5.48,Overripe,24.17,2.48,23.11
999,Manzano,India,1.43,Processing,6.84,Green,17.32,2.87,15.98
1000,Manzano,Brazil,2.97,Processing,4.13,Overripe,24.61,4.73,29.7
